Country or Area,Year,Area,Month,Record Type,Reliability,Source Year,Value,Value Footnotes
American Samoa,2013,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,25,
American Samoa,2013,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,35,
American Samoa,2013,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,24,
American Samoa,2013,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,21,
American Samoa,2013,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,12,
American Samoa,2013,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,24,
American Samoa,2013,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,23,
American Samoa,2013,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,20,
American Samoa,2013,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,17,
American Samoa,2013,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,24,
American Samoa,2013,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,21,
American Samoa,2013,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,24,
American Samoa,2012,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,282,
American Samoa,2012,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,26,
American Samoa,2012,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,25,
American Samoa,2012,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,25,
American Samoa,2012,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,23,
American Samoa,2012,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,22,
American Samoa,2012,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,19,
American Samoa,2012,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,29,
American Samoa,2012,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,22,
American Samoa,2012,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,26,
American Samoa,2012,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,20,
American Samoa,2012,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,28,
American Samoa,2012,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,17,
American Samoa,2011,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,283,
American Samoa,2011,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2012,19,
American Samoa,2011,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2012,33,
American Samoa,2011,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2012,28,
American Samoa,2011,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2012,27,
American Samoa,2011,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2012,20,
American Samoa,2011,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2012,17,
American Samoa,2011,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2012,13,
American Samoa,2011,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2012,23,
American Samoa,2011,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2012,27,
American Samoa,2011,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2012,29,
American Samoa,2011,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2012,26,
American Samoa,2011,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2012,21,
American Samoa,2010,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,247,
American Samoa,2010,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2012,26,
American Samoa,2010,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2012,18,
American Samoa,2010,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2012,23,
American Samoa,2010,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2012,28,
American Samoa,2010,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2012,21,
American Samoa,2010,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2012,16,
American Samoa,2010,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2012,16,
American Samoa,2010,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2012,18,
American Samoa,2010,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2012,11,
American Samoa,2010,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2012,32,
American Samoa,2010,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2012,16,
American Samoa,2010,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2012,22,
American Samoa,2009,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2012,324,
American Samoa,2009,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2012,31,
American Samoa,2009,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2012,22,
American Samoa,2009,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2012,31,
American Samoa,2009,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2012,23,
American Samoa,2009,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2012,15,
American Samoa,2009,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2012,29,
American Samoa,2009,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2012,31,
American Samoa,2009,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2012,27,
American Samoa,2009,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2012,57,
American Samoa,2009,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2012,25,
American Samoa,2009,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2012,18,
American Samoa,2009,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2012,15,
American Samoa,2008,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,240,
American Samoa,2008,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2009,22,
American Samoa,2008,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2009,24,
American Samoa,2008,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2009,21,
American Samoa,2008,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2009,18,
American Samoa,2008,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2009,20,
American Samoa,2008,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2009,13,
American Samoa,2008,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2009,24,
American Samoa,2008,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2009,21,
American Samoa,2008,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2009,16,
American Samoa,2008,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2009,20,
American Samoa,2008,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2009,21,
American Samoa,2008,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2009,20,
American Samoa,2007,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2009,251,
American Samoa,2007,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2009,20,
American Samoa,2007,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2009,20,
American Samoa,2007,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2009,28,
American Samoa,2007,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2009,18,
American Samoa,2007,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2009,22,
American Samoa,2007,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2009,20,
American Samoa,2007,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2009,25,
American Samoa,2007,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2009,18,
American Samoa,2007,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2009,24,
American Samoa,2007,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2009,15,
American Samoa,2007,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2009,23,
American Samoa,2007,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2009,18,
American Samoa,2006,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2007,267,
American Samoa,2006,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2007,20,
American Samoa,2006,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2007,22,
American Samoa,2006,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2007,23,
American Samoa,2006,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2007,33,
American Samoa,2006,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2007,23,
American Samoa,2006,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2007,18,
American Samoa,2006,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2007,21,
American Samoa,2006,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2007,21,
American Samoa,2006,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2007,26,
American Samoa,2006,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2007,27,
American Samoa,2006,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2007,13,
American Samoa,2006,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2007,20,
American Samoa,2005,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,279,
American Samoa,2005,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2005,32,
American Samoa,2005,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2005,17,
American Samoa,2005,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2005,24,
American Samoa,2005,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2005,24,
American Samoa,2005,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2005,22,
American Samoa,2005,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2005,22,
American Samoa,2005,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2005,20,
American Samoa,2005,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2005,19,
American Samoa,2005,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2005,29,
American Samoa,2005,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2005,16,
American Samoa,2005,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2005,20,
American Samoa,2005,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2005,34,
